Name,Danceability,Energy,Loudness,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo
Chris Brown,0.6318535564853553,0.6289497907949795,0.6289497907949795,0.11904121338912145,0.10002045815899581,0.00033230089958159,0.14889853556485344,0.48193117154811693,117.05450418410035
Queen,0.367614,0.7610234999999997,0.7610234999999997,0.10275999999999982,0.21197263624999987,0.08960782577500005,0.5257715000000005,0.3128479999999999,116.44574750000001
Selena Gomez,0.6331830985915491,0.7784225352112678,0.7784225352112678,0.0802183098591549,0.08161370422535213,0.00018308450704225353,0.19995211267605642,0.5133774647887324,116.63180281690141
J. Cole,0.6239357142857143,0.6160500000000003,0.6160500000000003,0.2737435714285713,0.2937121642857143,0.00565438307142857,0.2566078571428571,0.40432071428571414,110.34498571428567
Halsey,0.5661525423728815,0.650237288135593,0.650237288135593,0.0564406779661017,0.2071398305084746,0.011855823050847461,0.1721966101694915,0.3584305084745763,110.55883050847461
Juice WRLD,0.6948181818181819,0.538121212121212,0.538121212121212,0.22455757575757573,0.17825806060606064,0.001961012121212121,0.22657575757575765,0.4306666666666667,129.68393939393943
Kygo,0.6248181818181818,0.6249090909090909,0.6249090909090909,0.06269090909090909,0.29432424242424243,0.029904186969696975,0.17729393939393942,0.34326969696969706,114.07606060606064
Logic,0.6707533333333333,0.737986666666666,0.737986666666666,0.1817353333333333,0.2008422666666667,0.0047975634000000005,0.21024200000000007,0.5167493333333333,124.37715333333335
The Beatles,0.534223175965665,0.520428326180257,0.520428326180257,0.09843819742489272,0.4038067909871243,0.06150023381974248,0.2595377682403434,0.6263098712446357,119.61985836909871
Lil Uzi Vert,0.7124925373134327,0.6207313432835821,0.6207313432835821,0.1944298507462686,0.20035492537313435,1.0898507462686568e-06,0.1871970149253732,0.3908985074626867,126.76711940298512
The Carters,0.6832222222222223,0.6259444444444444,0.6259444444444444,0.21269444444444444,0.14596833333333334,2.5205555555555556e-05,0.20285,0.4262777777777778,131.0727777777778
G-Eazy,0.6147327586206897,0.6049741379310347,0.6049741379310347,0.22059568965517243,0.15279957241379313,0.026412282586206894,0.19670948275862085,0.31441379310344825,110.89139655172409
